,SMILES
870,N#Cc1c(Cl)cccc1Oc1cccc(C(=O)O)c1
871,N#Cc1ccccc1Sc1ccc(C(=O)O)cc1
872,COC(=O)c1cc(C=C(C#N)C#N)c(OC)cc1OC
873,N#CC(=O)c1ccccc1
874,NCCc1cc(O)c(O)cc1O
875,C[C@@H](O)CCc1ccc(O)cc1
876,COc1ccc2ccccc2c1C#N
877,COc1cccc(CC#N)c1O
878,N#CCc1ccccc1OCc1ccccc1
879,N#CCc1ccc(OCc2ccccc2)cc1
880,COc1ccc(CC#N)cc1C
881,COc1ccc(CC#N)c(C)c1C
882,COc1cc(CC#N)ccc1C
883,COc1ccc(C(=O)CCC#N)cc1
884,COc1ccc(CC#N)c(OC)c1
885,N#Cc1cccc2cc(O)ccc12
886,COC(=O)c1ccc(C#N)cc1Cl
887,N#Cc1ccc(C(=O)O)c(F)c1F
888,CCCCCCc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1
889,COc1ccccc1C(=O)N1CCN(C(C)C)CC1.O=C(O)C(=O)O
890,Cc1ccc(C(O)CN)cc1.O=C(O)C(=O)O
891,N#Cc1ccc(Oc2ccc(C=O)cc2)cc1C#N
892,COC(=O)c1ccc(C#N)cc1F
893,COC(=O)c1ccc(C#N)cc1N
894,COC(=O)c1ccc(C#N)c(N)c1
895,COC(=O)c1cccc(-c2ccc(C#N)cc2)c1
896,COC(=O)c1cccc(-c2cccc(C#N)c2)c1
897,COC(=O)c1ccc(C#N)c(Cl)c1
898,CCOC(=O)c1ccc(C#N)c(Br)c1
899,CC(C)(C#N)c1ccc(OCc2ccccc2)cc1
900,CC(C#N)c1ccc(OCc2ccccc2)cc1
901,CCCCCCCc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1
902,N#Cc1ccccc1OCCN
903,Cl.N#Cc1ccccc1OCCN
904,COC(=O)c1cccc(COc2ccc(Cl)cc2C#N)c1
905,CC(=O)c1ccc(OCCOc2ccc(C#N)cc2)cc1
906,CC(C)(C#N)OC(=O)c1ccc(Br)cc1
907,COc1cccc(CC#N)c1
908,N#Cc1ccccc1Oc1ccccc1
909,N#Cc1ccc(O)c2ccccc12
910,N#Cc1cc2c(c(C(=O)O)c1)OCCO2
911,CC(C)COc1ccccc1C#N
912,COc1cccc(C(=O)CC#N)c1
913,N#Cc1c(C#N)c(O)c2ccccc2c1O
914,Oc1ccc(-c2ccc3cc(O)ccc3c2)c(O)c1
915,O=C(Oc1cc(OC(=O)c2cc(O)c(O)c(O)c2)c2ccccc2c1)c1cc(O)c(O)c(O)c1
916,COC(=O)COc1ccccc1C#N
917,CCOc1ccc(CC#N)cc1
918,N#Cc1ccc2ccc(O)cc2c1
919,CNCc1cc(Br)ccc1OC.O=C(O)C(=O)O
920,COc1cccc(CNCc2ccccc2OC)c1.O=C(O)C(=O)O
921,COC(=O)c1ccc(C#N)c(F)c1
922,N#Cc1ccc(Oc2ccc(C(=O)c3ccc(O)cc3)cc2)cc1
923,CC(=O)c1cc(C#N)c(N)cc1O
924,CCOC(=O)c1ccc(-c2ccccc2C#N)cc1
925,COc1ccc(C(O)c2ccc(C#N)cc2)cc1
926,COCCOc1ccccc1C#N
927,N#Cc1ccccc1OCCC(=O)O
928,N#Cc1cccc(-c2ccccc2O)c1
929,N#Cc1ccc(-c2ccc(C(=O)O)c(Cl)c2)cc1
930,COc1cc(C=O)cc(-c2ccc(C#N)cc2)c1
931,Cc1ccc(COc2ccc(CC#N)cc2)cc1
932,COc1ccc(COc2ccc(CC#N)cc2)cc1
933,CNC(C)c1ccc(OC)cc1.O=C(O)C(=O)O
934,CC(=O)COc1ccccc1C#N
935,COC(=O)c1c(Cl)cc(C#N)cc1Cl
936,N#CC(C#N)=Cc1ccc(O)cc1
937,CC(=O)c1cc(C#N)c(N)c(C)c1O
938,CC(=O)c1ccc(Oc2c(C#N)cccc2C#N)cc1
939,COc1ccc(C(=O)CC(C)C#N)cc1
940,N#CCC(=O)c1ccccc1OC(F)F
941,N#CC(O)c1ccccc1OC(F)(F)F
942,COc1ccc(OC)c(CC#N)c1
943,CCOC(=O)c1ccc(C#N)cc1Cl
944,CCC[C@H]1CC[C@H](c2ccc(C(=O)Oc3ccc(C#N)cc3)cc2)CC1
945,CCCCC[C@H]1CC[C@H](c2ccc(C(=O)Oc3ccc(C#N)cc3)cc2)CC1
946,CC[C@H]1CC[C@H](c2ccc(C(=O)Oc3ccc(C#N)cc3)cc2)CC1
947,CCCC[C@H]1CC[C@H](c2ccc(C(=O)Oc3ccc(C#N)cc3)cc2)CC1
948,COCC(C)NCc1ccccc1OC.O=C(O)C(=O)O
949,Cc1ccc(C(O)CN)cc1
950,COc1cc2ccccc2cc1C#N
951,COc1cccc(I)c1C#N
952,CCOCCOc1ccccc1C#N
953,CN(C)CC[C@@H](O)c1ccccc1.O=C(O)C(=O)O
954,CN(C)CC[C@H](O)c1ccccc1.O=C(O)C(=O)O
955,N#Cc1ccc(-c2ccc(C(=O)O)c(F)c2)cc1
956,COc1ccc(CCC#N)cc1
957,N#CCc1cccc(OCc2ccccc2)c1
958,N#CCCc1c(O)ccc2ccccc12
959,Cc1ccc(C(=O)C#N)cc1
960,N#Cc1ccc(-c2ccc(C(=O)O)cc2)cc1F
961,COc1ccc(C(=O)CCCC#N)cc1
962,CC(=O)Oc1ccccc1C(=O)c1ccc(C#N)cc1
963,COc1ccc(C(=O)CCCCC#N)cc1
964,CCOC(=O)COc1ccccc1C(O)C#N
965,CCOC(=O)COc1ccccc1C#N
966,N#Cc1ccccc1OCCCO
967,CNCCOc1ccccc1C#N
968,CCOC(=O)c1ccc(C#N)c(Cl)c1
969,CC(Oc1ccccc1C#N)C(=O)O
970,N#CCc1ccc(OCC(=O)O)cc1
971,N#CCc1ccccc1Oc1ccccc1
972,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
973,CCCCCc1ccc(C(=O)Oc2ccc(-c3ccc(C#N)cc3)cc2)cc1
974,C[C@@H](O)c1ccc(C#N)cc1
975,C[C@H](O)c1ccc(C#N)cc1
976,COc1ccc2cc(CC#N)ccc2c1
977,CCc1ccc(C(=O)Oc2ccc(C#N)c(F)c2)cc1
978,Cc1ccc(C(O)CN)cc1.Cl
979,CCc1ccc(CN)cc1.CCc1ccc(CN)cc1.O=C(O)C(=O)O
980,COC(=O)c1ccc(-c2ccc(C#N)c(Cl)c2)cc1
981,N#CCC(=O)c1ccc(OC(F)(F)F)cc1
982,CC(=O)Oc1ccc(C(=O)c2ccc(C#N)cc2)cc1
983,COc1ccccc1CCC(=O)c1ccc(C#N)cc1
984,COc1ccc(C(=O)CCCCCC#N)cc1
985,COc1ccc(C(=O)CCCCCCC#N)cc1
986,CC(=O)c1ccc(C#N)cc1
987,N#CCC(=O)c1ccc(OC(F)F)cc1
988,N#CCc1ccc(OCCO)cc1
989,Cc1cc(C)c(C)c(OCCC#N)c1
990,CC(O)c1ccc(C#N)cc1
991,N#CCc1ccc(Oc2ccccc2)cc1
992,CCCCCCCCCCc1ccc(C(=O)Oc2ccc(-c3ccc(C#N)cc3)cc2)cc1
993,CCOC(=O)c1ccc(-c2ccc(C#N)c(Cl)c2)cc1
994,N#Cc1ccc(-c2cccc(C(=O)O)c2)cc1Cl
995,N#Cc1ccc(-c2ccc(F)c(C(=O)O)c2)cc1
996,COc1ccc(CCC(=O)c2ccc(C#N)cc2)cc1
997,COc1ccc(C(=O)CC#N)cc1OC
998,COc1cc(C(C)=O)cc(-c2cc(C(C)=O)cc(OC)c2O)c1O
999,COc1ccc2cccc(CC#N)c2c1
